CountryCode,SeriesCode,DESCRIPTION
"BFA","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BFA","IT.MLT.MAIN","Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications."
"BFA","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BFA","IT.NET.BBND","Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications."
"BFA","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BFA","IT.CEL.SETS","Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications."
"BFA","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BFA","SP.POP.GROW","Data source: United Nations World Population Prospects"
"BFA","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BFA","EG.EGY.PRIM.PP.KD","Sources: Estimated based on UN Energy Statistics (2014); World Development Indicators, WDI (2014)"
"BFA","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"BFA","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BFA","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BFA","IT.NET.BBND.P2","Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications."
"BFA","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BFA","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BFA","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BFA","IT.MLT.MAIN.P2","Office National des Télécommunications (ONATEL). 1997-2000: Direction Générale de l'Office National des Télécommunications."
"BGD","ST.INT.ARVL","Includes overnight visitors (tourists) only. Arrivals of non-resident tourists at national borders."
"BGD","IS.RRS.GOOD.MT.K6","Source: Internation Union of Railways (UIC)"
"BGD","MS.MIL.XPND.ZS","1988-2008 SIPRI estimates."
"BGD","SP.DYN.CBRT.IN","Data source: United Nations World Population Prospects"
"BGD","IT.NET.BBND","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission."
"BGD","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BGD","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt data and long-term private nonguaranteed debt for 2024 are based on reports provided by the country. Short-term debt data for 2024 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds). DSSI eligible and not participating in 2020 and 2021."
"BGD","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BGD","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BGD","IT.CEL.SETS.P2","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission."
"BGD","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BGD","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BGD","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BGD","IT.NET.BBND.P2","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission."
"BGD","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BGD","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BGD","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"BGD","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BGD","IT.MLT.MAIN.P2","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission."
"BGD","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BGD","SP.POP.TOTL","Data source: United Nations World Population Prospects"
"BGD","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"BGD","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BGD","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BGD","IT.NET.USER.ZS","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission."
"BGD","SP.POP.GROW","Data source: United Nations World Population Prospects"
"BGD","IS.RRS.PASG.KM","Source: Internation Union of Railways (UIC)"
"BGD","IT.CEL.SETS","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission."
"BGD","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BGD","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BGD","IT.MLT.MAIN","Bangladesh Telegraph and Telephone Board. From 2002: Bangladesh Telecommunication Regulatory Commission."
"BGD","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BGD","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BGD","SG.GEN.PARL.ZS","In 2004, the number of seats in parliament was raised from 300 to 345, with the addition of 45 reserved seats for women. These reserved seats were filled in September and October 2005, being allocated to political parties in proportion to their share of the national vote received in the 2001 election. 
The parliament was dissolved on 27 October 2006, in view of elections that are yet to take place. Women held 52 of the 345 seats (15%) in the outgoing parliament. 
45 reserved seats reserved for women are yet to be filled in 2008."
"BGR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BGR","MS.MIL.XPND.CD","1989-2003 SIPRI estimates."
"BGR","MS.MIL.XPND.CN","1989-2003 SIPRI estimates."
"BGR","ST.INT.DPRT","Includes overnight visitors (tourists) only."
"BGR","TM.TAX.MRCH.SM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BGR","TM.TAX.MRCH.BC.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BGR","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BGR","TM.TAX.TCOM.SM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BGR","SP.DYN.TFRT.IN","Data source: Eurostat, National Statistical Institute"
"BGR","TM.TAX.TCOM.WM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BGR","SP.DYN.AMRT.FE","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"BGR","SP.POP.GROW","Data source: Eurostat"
"BGR","IT.NET.BBND","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission."
"BGR","TM.TAX.MANF.WM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BGR","SP.DYN.CDRT.IN","Data source: Eurostat, National Statistical Institute"
"BGR","DT.DOD.DECT.CD","Long-term public and publicly guaranteed debt and long-term private nonguaranteed debt data for 2022 are based on reports provided by the country. The data may include long-term public and publicly guaranteed debt owed by the state-owned railway. Short-term debt data for 2022 are sourced by the Quarterly External Debt Statistics database (http://datatopics.worldbank.org/debt/qeds)."
"BGR","IT.MLT.MAIN","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission."
"BGR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BGR","TM.TAX.TCOM.SM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BGR","MS.MIL.XPND.GD.ZS","1989-2003 SIPRI estimates."
"BGR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BGR","MS.MIL.XPND.ZS","1989-2003 SIPRI estimates."
"BGR","IS.RRS.PASG.KM","Source: OECD"
"BGR","IS.RRS.GOOD.MT.K6","Source: OECD"
"BGR","IT.NET.BBND.P2","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission."
"BGR","IT.NET.USER.ZS","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission."
"BGR","SP.DYN.LE00.MA.IN","Data source: Eurostat, National Statistical Institute"
"BGR","TM.TAX.MANF.WM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BGR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BGR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BGR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BGR","TM.TAX.MANF.BC.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BGR","SP.DYN.LE00.IN","Derived using male and female life expectancy"
"BGR","IT.MLT.MAIN.P2","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission."
"BGR","TM.TAX.MRCH.WM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BGR","TM.TAX.MRCH.WM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BGR","SP.DYN.AMRT.MA","Data source: HMD. Human Mortality Database. Max Planck Institute for Demographic Research (Germany), University of California, Berkeley (USA), and French Institute for Demographic Studies (France). Available at www.mortality.org."
"BGR","IT.CEL.SETS.P2","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission."
"BGR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BGR","SP.POP.TOTL","Data source: Eurostat"
"BGR","TM.TAX.MANF.BR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BGR","TM.TAX.TCOM.BC.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BGR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"BGR","ST.INT.TVLX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database."
"BGR","IT.CEL.SETS","Bulgarian Telecommunications Company Ltd. From 2002: Communications Regulation Commission."
"BGR","TM.TAX.TCOM.BR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BGR","TM.TAX.MRCH.BR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BGR","TM.TAX.MANF.SM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BGR","SP.DYN.LE00.FE.IN","Data source: Eurostat, National Statistical Institute"
"BGR","ST.INT.ARVL","Includes overnight visitors (tourists) and same-day visitors (excursionists). Arrivals of non-resident visitors at national borders."
"BGR","TM.TAX.MANF.SM.AR.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BGR","TM.TAX.TCOM.WM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BGR","SP.DYN.CBRT.IN","Data source: Eurostat, National Statistical Institute"
"BGR","TM.TAX.MRCH.SM.FN.ZS","The tariff data for the European Union (EU) apply to EU Member States in alignment with the EU membership for the respective countries/economies and years. In the context of the tariff data, the EU membership for a given country/economy and year is defined for the entire year during which the country/economy was a member of the EU (irrespective of the date of accession to or withdrawal from the EU within a given year). The tariff data for the EU are, thus, applicable to Belgium, France, Germany, Italy, Luxembourg, and the Netherlands (EU Member State(s) since 1958), Denmark and Ireland (EU Member State(s) since 1973), the United Kingdom (EU Member State(s) from 1973 until 2020), Greece (EU Member State(s) since 1981), Spain and Portugal (EU Member State(s) since 1986), Austria, Finland, and Sweden (EU Member State(s) since 1995), Czech Republic, Estonia, Cyprus, Latvia, Lithuania, Hungary, Malta, Poland, Slovakia, and Slovenia (EU Member State(s) since 2004), Romania and Bulgaria (EU Member State(s) since 2007), Croatia (EU Member State(s) since 2013)."
"BHR","SP.POP.TOTL","Data source: Bahrain Information and eGovernment Authority, United Nations World Population Prospects"
"BHR","IT.CEL.SETS","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA)."
"BHR","IT.MLT.MAIN","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA)."
"BHR","EG.EGY.PRIM.PP.KD","Sources: World Energy Statistics and Balances, IEA (2014); World Development Indicators, WDI (2014)"
"BHR","MS.MIL.XPND.CN","1971-2004, 2011-2012, 2014-2022 SIPRI estimates."
"BHR","MS.MIL.XPND.CD","1971-2004, 2011-2012, 2014-2019 SIPRI estimates."
"BHR","ST.INT.TRNX.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"BHR","SP.DYN.AMRT.MA","Data source: United Nations World Population Prospects"
"BHR","SP.POP.GROW","Data source: Bahrain Information and eGovernment Authority, United Nations World Population Prospects"
"BHR","MS.MIL.XPND.GD.ZS","1971-2004, 2011-2012, 2014-2019 SIPRI estimates."
"BHR","IT.MLT.MAIN.P2","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA)."
"BHR","EG.FEC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BHR","ST.INT.XPND.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"BHR","SP.DYN.LE00.FE.IN","Data source: United Nations World Population Prospects"
"BHR","IT.NET.USER.ZS","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA)."
"BHR","IT.NET.BBND.P2","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA)."
"BHR","SP.DYN.LE00.MA.IN","Data source: United Nations World Population Prospects"
"BHR","ST.INT.DPRT","Includes overnight visitors (tourists) and same-day visitors (excursionists). Source: Outbound tourism survey."
"BHR","ST.INT.TRNR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"BHR","SM.POP.NETM","Data source: United Nations World Population Prospects"
"BHR","ST.INT.RCPT.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
"BHR","SP.DYN.LE00.IN","Data source: United Nations World Population Prospects"
"BHR","SP.DYN.TFRT.IN","Data source: United Nations World Population Prospects"
"BHR","SP.DYN.AMRT.FE","Data source: United Nations World Population Prospects"
"BHR","IT.CEL.SETS.P2","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA)."
"BHR","EG.ELC.RNEW.ZS","Sources: World Energy Statistics and Balances, IEA (2014)"
"BHR","SP.DYN.CDRT.IN","Data source: United Nations World Population Prospects"
"BHR","IT.NET.BBND","Bahrain Telecommunications Company. From 2004: Telecommunications Regulatory Authority (TRA)."
"BHR","ST.INT.TVLR.CD","Compiled from data reported in the International Monetary Fund's Balance of Payment Statistics database. From 2015 the expenditure figures used were the ones provided by the country to UNWTO, as this data series is more complete than that provided by the International Monetary Fund (IMF)."
